step,total,seconds_per_merge,affected,freq
7238,31743,0.17301038062283736,49,66800.0
7239,31743,0.16447368421052633,39,66800.0
7240,31743,0.16447368421052633,108,66800.0
7241,31743,0.1349527665317139,7,66800.0
7242,31743,0.15037593984962405,27,66700.0
7243,31743,0.15037593984962405,17,66700.0
7244,31743,0.15037593984962405,2404,66700.0
7245,31743,0.10214504596527069,60,66700.0
7246,31743,0.10214504596527069,164,66700.0
7247,31743,0.08857395925597875,186,66700.0
7248,31743,0.08857395925597875,101,66700.0
7249,31743,0.08857395925597875,27,66700.0
7250,31743,0.08857395925597875,655,66700.0
7251,31743,0.06016847172081829,151,66700.0
7252,31743,0.06016847172081829,13,66700.0
7253,31743,0.06016847172081829,140,66700.0
7254,31743,0.0649772579597141,32,66700.0
7255,31743,0.0649772579597141,78,66700.0
7256,31743,0.06711409395973154,17,66600.0
7257,31743,0.06711409395973154,26,66600.0
7258,31743,0.06711409395973154,89,66600.0
7259,31743,0.06711409395973154,2,66600.0
7260,31743,0.05509641873278237,1054,66600.0
7261,31743,0.05509641873278237,157,66600.0
7262,31743,0.05509641873278237,95,66600.0
7263,31743,0.051308363263211906,158,66600.0
7264,31743,0.051308363263211906,40,66500.0
7265,31743,0.051308363263211906,31,66500.0
7266,31743,0.08703220191470844,99,66500.0
7267,31743,0.08703220191470844,9,66500.0
7268,31743,0.1075268817204301,1453,66500.0
7269,31743,0.1075268817204301,2,66500.0
7270,31743,0.1075268817204301,1,66500.0
7271,31743,0.09099181073703366,12,66500.0
7272,31743,0.09099181073703366,7,66400.0
7273,31743,0.09099181073703366,192,66400.0
7274,31743,0.09099181073703366,103,66400.0
7275,31743,0.06640106241699867,1942,66400.0
7276,31743,0.06640106241699867,359,66400.0
7277,31743,0.06640106241699867,30,66400.0
7278,31743,0.08904719501335707,10,66400.0
7279,31743,0.08904719501335707,16,66300.0
7280,31743,0.09541984732824427,220,66300.0
7281,31743,0.09541984732824427,14,66300.0
7282,31743,0.10245901639344263,110,66300.0
7283,31743,0.10245901639344263,117,66300.0
7284,31743,0.10050251256281408,274,66200.0
7285,31743,0.10050251256281408,13,66200.0
7286,31743,0.09380863039399624,2419,66200.0
7287,31743,0.09380863039399624,6,66200.0
7288,31743,0.09398496240601503,12,66200.0
7289,31743,0.09398496240601503,10,66200.0
7290,31743,0.09398496240601503,154,66200.0
7291,31743,0.09398496240601503,37,66200.0
7292,31743,0.09398496240601503,1531,66200.0
7293,31743,0.07518796992481203,43,66200.0
7294,31743,0.07518796992481203,11,66200.0
7295,31743,0.07518796992481203,531,66200.0
7296,31743,0.07518796992481203,502,66100.0
7297,31743,0.05995203836930456,71,66100.0
7298,31743,0.05995203836930456,15,66100.0
7299,31743,0.05995203836930456,10,66100.0
7300,31743,0.05995203836930456,9,66100.0
7301,31743,0.05995203836930456,5,66100.0
7302,31743,0.05213764337851929,5,66100.0
7303,31743,0.05213764337851929,6,66100.0
7304,31743,0.05213764337851929,92,66100.0
7305,31743,0.05213764337851929,243,66100.0
7306,31743,0.047778308647873864,41,66100.0
7307,31743,0.047778308647873864,6,66000.0
7308,31743,0.047778308647873864,2112,66000.0
7309,31743,0.05567928730512249,17,66000.0
7310,31743,0.05567928730512249,8,66000.0
7311,31743,0.05567928730512249,14,66000.0
7312,31743,0.05913660555884092,10,66000.0
7313,31743,0.05913660555884092,4,66000.0
7314,31743,0.0646830530401035,172,65900.0
7315,31743,0.0646830530401035,3152,65900.0
7316,31743,0.0979431929480901,94,65900.0
7317,31743,0.0979431929480901,124,65900.0
7318,31743,0.0979431929480901,1690,65900.0
7319,31743,0.08710801393728222,656,65900.0
7320,31743,0.08710801393728222,48,65900.0
7321,31743,0.08673026886383348,362,65800.0
7322,31743,0.08673026886383348,162,65800.0
7323,31743,0.07936507936507936,13,65800.0
7324,31743,0.07936507936507936,26,65800.0
7325,31743,0.07936507936507936,203,65800.0
7326,31743,0.08110300081103,2010,65800.0
7327,31743,0.08110300081103,33,65800.0
7328,31743,0.08051529790660225,137,65700.0
7329,31743,0.08051529790660225,3260,65700.0
7330,31743,0.08561643835616438,19,65700.0
7331,31743,0.08561643835616438,54,65700.0
7332,31743,0.08561643835616438,439,65700.0
7333,31743,0.07390983000739099,163,65700.0
7334,31743,0.07390983000739099,39,65700.0
7335,31743,0.07390983000739099,5,65700.0
7336,31743,0.07390983000739099,25,65700.0
7337,31743,0.06535947712418301,90,65700.0
7338,31743,0.06535947712418301,83,65700.0
7339,31743,0.06535947712418301,121,65700.0
7340,31743,0.06535947712418301,175,65700.0
7341,31743,0.06535947712418301,20,65600.0
7342,31743,0.04830917874396135,383,65600.0
7343,31743,0.04830917874396135,633,65600.0
7344,31743,0.04830917874396135,11,65600.0
7345,31743,0.05952380952380952,14,65600.0
7346,31743,0.05952380952380952,104,65600.0
7347,31743,0.0676132521974307,1298,65600.0
7348,31743,0.0676132521974307,11,65600.0
7349,31743,0.0676132521974307,779,65600.0
7350,31743,0.0676132521974307,25,65500.0
7351,31743,0.05763688760806916,3753,65500.0
7352,31743,0.05763688760806916,72,65500.0
7353,31743,0.06009615384615384,18,65500.0
7354,31743,0.06009615384615384,27,65500.0
7355,31743,0.06009615384615384,70,65500.0
7356,31743,0.06009615384615384,280,65500.0
7357,31743,0.06009615384615384,8,65500.0
7358,31743,0.06009615384615384,26,65500.0
7359,31743,0.06009615384615384,112,65500.0
7360,31743,0.06009615384615384,648,65500.0
7361,31743,0.05649717514124294,102,65500.0
7362,31743,0.05649717514124294,839,65500.0
7363,31743,0.05649717514124294,43,65400.0
7364,31743,0.052328623757195186,62,65400.0
7365,31743,0.052328623757195186,6,65400.0
7366,31743,0.052328623757195186,18,65400.0
7367,31743,0.059453032104637336,3367,65400.0
7368,31743,0.059453032104637336,626,65400.0
7369,31743,0.059453032104637336,9,65400.0
7370,31743,0.059453032104637336,11,65400.0
7371,31743,0.05770340450086556,358,65300.0
7372,31743,0.05770340450086556,55,65300.0
7373,31743,0.06377551020408163,1276,65300.0
7374,31743,0.06377551020408163,326,65300.0
7375,31743,0.0676132521974307,7247,65300.0
7376,31743,0.0676132521974307,1078,65300.0
7377,31743,0.10493179433368312,652,65200.0
7378,31743,0.10493179433368312,48,65200.0
7379,31743,0.09861932938856015,9,65200.0
7380,31743,0.09861932938856015,41,65200.0
7381,31743,0.1004016064257028,111,65200.0
7382,31743,0.1004016064257028,802,65200.0
7383,31743,0.10050251256281408,12,65200.0
7384,31743,0.10050251256281408,65,65100.0
7385,31743,0.08688097306689835,1043,65100.0
7386,31743,0.08688097306689835,213,65100.0
7387,31743,0.08503401360544217,88,65100.0
7388,31743,0.08503401360544217,76,65100.0
7389,31743,0.08264462809917356,99,65100.0
7390,31743,0.08264462809917356,11,65100.0
7391,31743,0.0758150113722517,1614,65100.0
7392,31743,0.0758150113722517,128,65000.0
7393,31743,0.09250693802035152,6,65000.0
7394,31743,0.09250693802035152,4094,65000.0
7395,31743,0.0927643784786642,2214,65000.0
7396,31743,0.0927643784786642,6083,65000.0
7397,31743,0.14577259475218657,4,64900.0
7398,31743,0.14577259475218657,3,64900.0
7399,31743,0.12019230769230768,26,64900.0
7400,31743,0.12019230769230768,269,64900.0
7401,31743,0.12019230769230768,1390,64900.0
7402,31743,0.12019230769230768,483,64900.0
7403,31743,0.09242144177449169,122,64900.0
7404,31743,0.09242144177449169,25,64900.0
7405,31743,0.09910802775024777,35,64800.0
7406,31743,0.09910802775024777,74,64800.0
7407,31743,0.09910802775024777,8,64800.0
7408,31743,0.07980845969672785,14,64800.0
7409,31743,0.07980845969672785,234,64800.0
7410,31743,0.07980845969672785,8,64800.0
7411,31743,0.07898894154818326,1067,64800.0
7412,31743,0.07898894154818326,143,64800.0
7413,31743,0.07898894154818326,25,64800.0
7414,31743,0.07898894154818326,2087,64800.0
7415,31743,0.06188118811881188,115,64800.0
7416,31743,0.06188118811881188,6,64800.0
7417,31743,0.059916117435590166,188,64800.0
7418,31743,0.059916117435590166,4110,64700.0
7419,31743,0.05934718100890207,9,64700.0
7420,31743,0.05934718100890207,22,64700.0
7421,31743,0.05934718100890207,18,64700.0
7422,31743,0.06238303181534622,13,64700.0
7423,31743,0.06238303181534622,3225,64700.0
7424,31743,0.08741258741258742,195,64600.0
7425,31743,0.08741258741258742,197,64600.0
7426,31743,0.0846740050804403,10,64600.0
7427,31743,0.0846740050804403,222,64600.0
7428,31743,0.08278145695364239,592,64600.0
7429,31743,0.08278145695364239,717,64600.0
7430,31743,0.08278145695364239,5119,64600.0
7431,31743,0.12135922330097088,2327,64600.0
7432,31743,0.12135922330097088,143,64600.0
7433,31743,0.12062726176115804,114,64500.0
7434,31743,0.12062726176115804,603,64500.0
7435,31743,0.12062726176115804,494,64500.0
7436,31743,0.10416666666666667,6,64500.0
7437,31743,0.10416666666666667,720,64500.0
7438,31743,0.09259259259259259,809,64500.0
7439,31743,0.09259259259259259,1466,64500.0
7440,31743,0.13793103448275862,413,64500.0
7441,31743,0.13793103448275862,202,64400.0
7442,31743,0.1146788990825688,9,64400.0
7443,31743,0.1146788990825688,3,64400.0
7444,31743,0.10070493454179255,58,64400.0
7445,31743,0.10070493454179255,180,64400.0
7446,31743,0.09596928982725528,11,64400.0
7447,31743,0.09596928982725528,296,64400.0
7448,31743,0.09596928982725528,409,64400.0
7449,31743,0.10395010395010396,4134,64400.0
7450,31743,0.10395010395010396,10,64400.0
7451,31743,0.09970089730807578,2274,64400.0
7452,31743,0.09970089730807578,6,64400.0
7453,31743,0.09970089730807578,74,64400.0
7454,31743,0.07770007770007771,412,64300.0
7455,31743,0.07770007770007771,39,64200.0
7456,31743,0.1763668430335097,6,64200.0
7457,31743,0.1763668430335097,1348,64200.0
7458,31743,0.1763668430335097,234,64200.0
7459,31743,0.13192612137203166,449,64200.0
7460,31743,0.13192612137203166,16,64200.0
7461,31743,0.12594458438287154,271,64200.0
7462,31743,0.12594458438287154,13,64100.0
7463,31743,0.1126126126126126,28,64100.0
7464,31743,0.1126126126126126,52,64100.0
7465,31743,0.1075268817204301,88,64100.0
7466,31743,0.1075268817204301,2853,64100.0
7467,31743,0.0945179584120983,40,64100.0
7468,31743,0.0945179584120983,24,64100.0
7469,31743,0.0945179584120983,6,64100.0
7470,31743,0.08695652173913043,363,64100.0
7471,31743,0.08695652173913043,62,64100.0
7472,31743,0.07830853563038372,6,64100.0
7473,31743,0.07830853563038372,4941,64000.0
7474,31743,0.08703220191470844,60,64000.0
7475,31743,0.08703220191470844,2248,64000.0
7476,31743,0.09174311926605504,5,64000.0
7477,31743,0.09174311926605504,13,64000.0
7478,31743,0.09398496240601503,2610,63900.0
7479,31743,0.09398496240601503,87,63900.0
7480,31743,0.23529411764705882,298,63900.0
7481,31743,0.23529411764705882,42,63900.0
7482,31743,0.19493177387914232,62,63800.0
7483,31743,0.19493177387914232,21,63800.0
7484,31743,0.15503875968992248,579,63800.0
7485,31743,0.15503875968992248,2109,63800.0
7486,31743,0.15723270440251572,52,63800.0
7487,31743,0.15723270440251572,327,63800.0
7488,31743,0.15723270440251572,36,63800.0
7489,31743,0.11286681715575622,1367,63800.0
7490,31743,0.11286681715575622,112,63800.0
7491,31743,0.11961722488038279,31,63700.0
7492,31743,0.11961722488038279,61,63700.0
7493,31743,0.11961722488038279,1487,63700.0
7494,31743,0.09784735812133072,894,63700.0
7495,31743,0.09784735812133072,24,63700.0
7496,31743,0.10245901639344263,44,63700.0
7497,31743,0.10245901639344263,2628,63600.0
7498,31743,0.14814814814814814,30,63600.0
7499,31743,0.16025641025641024,10,63600.0
7500,31743,0.16025641025641024,316,63600.0
7501,31743,0.12610340479192939,497,63600.0
7502,31743,0.12610340479192939,615,63500.0
7503,31743,0.13986013986013984,396,63500.0
7504,31743,0.13986013986013984,98,63500.0
7505,31743,0.12453300124533002,78,63500.0
7506,31743,0.12453300124533002,634,63500.0
7507,31743,0.1126126126126126,37,63500.0
7508,31743,0.1126126126126126,1779,63400.0
7509,31743,0.13850415512465375,43,63400.0
7510,31743,0.13850415512465375,17,63400.0
7511,31743,0.12836970474967907,12,63400.0
7512,31743,0.12836970474967907,395,63400.0
7513,31743,0.11933174224343675,47,63300.0
7514,31743,0.11933174224343675,684,63300.0
7515,31743,0.10152284263959391,419,63300.0
7516,31743,0.10152284263959391,145,63300.0
7517,31743,0.10152284263959391,72,63300.0
7518,31743,0.10152284263959391,1732,63300.0
7519,31743,0.07052186177715092,22,63300.0
7520,31743,0.07052186177715092,286,63200.0
7521,31743,0.11560693641618497,41,63200.0
7522,31743,0.11560693641618497,323,63200.0
7523,31743,0.10989010989010989,4875,63200.0
7524,31743,0.10989010989010989,767,63200.0
7525,31743,0.11013215859030837,5,63200.0
7526,31743,0.11013215859030837,410,63200.0
7527,31743,0.11013215859030837,160,63200.0
7528,31743,0.08278145695364239,516,63200.0
7529,31743,0.08278145695364239,305,63200.0
7530,31743,0.08278145695364239,53,63200.0
7531,31743,0.0847457627118644,272,63100.0
7532,31743,0.0847457627118644,254,63100.0
7533,31743,0.08149959250203749,1427,63100.0
7534,31743,0.08149959250203749,992,63100.0
7535,31743,0.09107468123861566,608,63100.0
7536,31743,0.09107468123861566,68,63100.0
7537,31743,0.09541984732824427,2,63000.0
7538,31743,0.09541984732824427,56,63000.0
7539,31743,0.12987012987012986,36,63000.0
7540,31743,0.12987012987012986,8,63000.0
7541,31743,0.12987012987012986,18,63000.0
7542,31743,0.12987012987012986,19,63000.0
7543,31743,0.12987012987012986,4,63000.0
7544,31743,0.07686395080707148,2629,63000.0
7545,31743,0.07686395080707148,758,63000.0
7546,31743,0.08032128514056225,931,63000.0
7547,31743,0.08032128514056225,6178,62900.0
7548,31743,0.09140767824497258,216,62900.0
7549,31743,0.09140767824497258,244,62900.0
7550,31743,0.08103727714748785,989,62900.0
7551,31743,0.08103727714748785,576,62900.0
7552,31743,0.08103727714748785,16,62900.0
7553,31743,0.08532423208191126,2570,62900.0
7554,31743,0.08532423208191126,8,62900.0
7555,31743,0.09157509157509157,8,62900.0
7556,31743,0.09157509157509157,27,62900.0
7557,31743,0.08756567425569177,85,62800.0
7558,31743,0.08756567425569177,3905,62800.0
7559,31743,0.09191176470588235,1758,62800.0
7560,31743,0.09191176470588235,2693,62800.0
7561,31743,0.08665511265164645,12,62800.0
7562,31743,0.08665511265164645,1353,62800.0
7563,31743,0.08665511265164645,66,62800.0
7564,31743,0.08665511265164645,354,62800.0
7565,31743,0.078003120124805,20,62800.0
7566,31743,0.078003120124805,737,62800.0
7567,31743,0.07836990595611286,1171,62700.0
7568,31743,0.07836990595611286,70,62700.0
7569,31743,0.08481764206955048,17,62700.0
7570,31743,0.08481764206955048,1606,62700.0
7571,31743,0.10718113612004287,3,62700.0
7572,31743,0.10718113612004287,2159,62700.0
7573,31743,0.1026694045174538,169,62700.0
7574,31743,0.1026694045174538,67,62700.0
7575,31743,0.09891196834817013,1998,62600.0
7576,31743,0.09891196834817013,835,62600.0
7577,31743,0.12091898428053205,29,62600.0
7578,31743,0.1394700139470014,10,62600.0
7579,31743,0.1394700139470014,97,62600.0
7580,31743,0.1394700139470014,44,62600.0
7581,31743,0.1394700139470014,158,62500.0
7582,31743,0.09216589861751152,503,62500.0
7583,31743,0.09216589861751152,2741,62500.0
7584,31743,0.10090817356205853,104,62500.0
7585,31743,0.10090817356205853,21,62500.0
7586,31743,0.09813542688910697,2291,62500.0
7587,31743,0.09813542688910697,5,62500.0
7588,31743,0.09049773755656108,57,62400.0
7589,31743,0.09049773755656108,1028,62400.0
7590,31743,0.09049773755656108,1563,62400.0
7591,31743,0.07220216606498195,5,62400.0
7592,31743,0.07220216606498195,240,62400.0
7593,31743,0.07220216606498195,20,62400.0
7594,31743,0.07220216606498195,3699,62400.0
7595,31743,0.06472491909385114,1666,62400.0
7596,31743,0.06472491909385114,193,62400.0
7597,31743,0.08673026886383348,309,62400.0
7598,31743,0.08673026886383348,8,62400.0
7599,31743,0.08673026886383348,21,62400.0
7600,31743,0.0693000693000693,485,62400.0
7601,31743,0.0693000693000693,19,62300.0
7602,31743,0.09174311926605504,756,62300.0
7603,31743,0.09174311926605504,1618,62300.0
7604,31743,0.09191176470588235,21,62300.0
7605,31743,0.09191176470588235,1442,62300.0
7606,31743,0.0851063829787234,1511,62300.0
7607,31743,0.0851063829787234,3124,62200.0
7608,31743,0.1402524544179523,5,62200.0
7609,31743,0.1402524544179523,11,62200.0
7610,31743,0.1402524544179523,384,62200.0
7611,31743,0.10952902519167579,2724,62200.0
7612,31743,0.10952902519167579,570,62200.0
7613,31743,0.11990407673860912,36,62100.0
7614,31743,0.11990407673860912,7,62100.0
7615,31743,0.14144271570014144,45,62100.0
7616,31743,0.14144271570014144,157,62100.0
7617,31743,0.14144271570014144,266,62100.0
7618,31743,0.10810810810810811,2160,62100.0
7619,31743,0.10810810810810811,74,62100.0
7620,31743,0.10810810810810811,90,62100.0
7621,31743,0.10810810810810811,293,62100.0
7622,31743,0.07633587786259542,103,62100.0
7623,31743,0.07633587786259542,123,62100.0
7624,31743,0.07955449482895784,212,62100.0
7625,31743,0.07955449482895784,36,62100.0
7626,31743,0.07955449482895784,10,62000.0
7627,31743,0.06993006993006992,1733,62000.0
7628,31743,0.06993006993006992,38,62000.0
7629,31743,0.07936507936507936,32,62000.0
7630,31743,0.07936507936507936,41,62000.0
7631,31743,0.09505703422053233,10,62000.0
7632,31743,0.09505703422053233,695,62000.0
7633,31743,0.09505703422053233,3047,61900.0
7634,31743,0.08285004142502071,715,61900.0
7635,31743,0.08285004142502071,199,61900.0
7636,31743,0.0851063829787234,50,61900.0
7637,31743,0.0851063829787234,1200,61900.0
7638,31743,0.0851063829787234,41,61900.0
7639,31743,0.07704160246533127,37,61900.0
7640,31743,0.07704160246533127,6,61900.0
7641,31743,0.07704160246533127,30,61800.0
7642,31743,0.06798096532970768,72,61800.0
7643,31743,0.06798096532970768,1275,61800.0
7644,31743,0.07751937984496124,318,61800.0
7645,31743,0.07751937984496124,876,61800.0
7646,31743,0.07751937984496124,56,61800.0
7647,31743,0.07751937984496124,40,61800.0
7648,31743,0.06031363088057902,15,61800.0
7649,31743,0.06031363088057902,42,61800.0
7650,31743,0.06031363088057902,15,61800.0
7651,31743,0.06027727546714889,211,61800.0
7652,31743,0.06027727546714889,695,61700.0
7653,31743,0.0782472613458529,11,61700.0
7654,31743,0.0782472613458529,20,61700.0
7655,31743,0.08347245409015025,558,61700.0
7656,31743,0.08347245409015025,23,61600.0
7657,31743,0.11862396204033215,2682,61600.0
7658,31743,0.11862396204033215,7,61600.0
7659,31743,0.1075268817204301,16,61600.0
7660,31743,0.1075268817204301,11,61600.0
7661,31743,0.09569377990430622,115,61600.0
7662,31743,0.09569377990430622,290,61600.0
7663,31743,0.09090909090909091,117,61600.0
7664,31743,0.09090909090909091,2989,61500.0
7665,31743,0.11428571428571428,4,61500.0
7666,31743,0.11428571428571428,2294,61500.0
7667,31743,0.11428571428571428,114,61500.0
7668,31743,0.10351966873706003,20,61500.0
7669,31743,0.10351966873706003,10,61500.0
7670,31743,0.10351966873706003,8,61500.0
7671,31743,0.07898894154818326,391,61500.0
7672,31743,0.07898894154818326,178,61500.0
7673,31743,0.07898894154818326,36,61500.0
7674,31743,0.07898894154818326,323,61500.0
7675,31743,0.06426735218508997,63,61400.0
7676,31743,0.06426735218508997,17,61400.0
7677,31743,0.06297229219143577,390,61400.0
7678,31743,0.06297229219143577,136,61400.0
7679,31743,0.06297229219143577,588,61400.0
7680,31743,0.08143322475570033,9,61400.0
7681,31743,0.08143322475570033,46,61300.0
7682,31743,0.0818330605564648,669,61300.0
7683,31743,0.0818330605564648,397,61300.0
7684,31743,0.07855459544383346,1595,61300.0
7685,31743,0.07855459544383346,51,61300.0
7686,31743,0.08136696501220506,1073,61300.0
7687,31743,0.08136696501220506,485,61300.0
7688,31743,0.07770007770007771,331,61300.0
7689,31743,0.07770007770007771,88,61300.0
7690,31743,0.07272727272727272,8,61200.0
7691,31743,0.07272727272727272,81,61200.0
7692,31743,0.07194244604316546,23,61200.0
7693,31743,0.07194244604316546,827,61200.0
7694,31743,0.08857395925597875,251,61200.0
7695,31743,0.08857395925597875,43,61100.0
7696,31743,0.12987012987012986,277,61100.0
7697,31743,0.12987012987012986,28,61100.0
7698,31743,0.11587485515643105,784,61100.0
7699,31743,0.11587485515643105,347,61100.0
7700,31743,0.15503875968992248,12,61000.0
7701,31743,0.15503875968992248,13,61000.0
7702,31743,0.15503875968992248,216,61000.0
7703,31743,0.11976047904191617,6,61000.0
7704,31743,0.11976047904191617,518,61000.0
7705,31743,0.1079913606911447,72,61000.0
7706,31743,0.1079913606911447,94,61000.0
7707,31743,0.09250693802035152,86,61000.0
7708,31743,0.09250693802035152,720,61000.0
7709,31743,0.09250693802035152,7,61000.0
7710,31743,0.09250693802035152,1079,61000.0
7711,31743,0.09442870632672333,17,61000.0
7712,31743,0.09442870632672333,14,61000.0
7713,31743,0.09442870632672333,15,61000.0
7714,31743,0.09442870632672333,474,61000.0
7715,31743,0.07027406886858749,10,60900.0
7716,31743,0.07027406886858749,12,60900.0
7717,31743,0.10183299389002036,40,60900.0
7718,31743,0.10183299389002036,5,60900.0
7719,31743,0.10183299389002036,2053,60800.0
7720,31743,0.0979431929480901,339,60800.0
7721,31743,0.0979431929480901,9,60800.0
7722,31743,0.12239902080783353,135,60800.0
7723,31743,0.12239902080783353,2016,60800.0
7724,31743,0.13333333333333333,1113,60800.0
7725,31743,0.13333333333333333,1497,60800.0
7726,31743,0.12578616352201258,140,60800.0
7727,31743,0.12578616352201258,6,60800.0
7728,31743,0.12578616352201258,14,60700.0
7729,31743,0.0979431929480901,19,60700.0
7730,31743,0.0979431929480901,1284,60700.0
7731,31743,0.09259259259259259,176,60700.0
7732,31743,0.09259259259259259,19,60700.0
7733,31743,0.09259259259259259,61,60700.0
7734,31743,0.08264462809917356,319,60700.0
7735,31743,0.08264462809917356,115,60700.0
7736,31743,0.08264462809917356,295,60600.0
7737,31743,0.09881422924901187,16,60600.0
7738,31743,0.09881422924901187,15,60600.0
7739,31743,0.09881422924901187,517,60600.0
7740,31743,0.078125,19,60600.0
7741,31743,0.078125,18,60600.0
7742,31743,0.078125,3671,60600.0
7743,31743,0.06697923643670463,6848,60600.0
7744,31743,0.06697923643670463,97,60600.0
7745,31743,0.08605851979345956,117,60600.0
7746,31743,0.08605851979345956,3826,60600.0
7747,31743,0.10395010395010396,3372,60600.0
7748,31743,0.10395010395010396,14,60500.0
7749,31743,0.10277492291880781,1753,60500.0
7750,31743,23.7,81,60500.0
7751,31743,19.39,134,60500.0
7752,31743,19.39,85,60500.0
7753,31743,19.39,13,60500.0
7754,31743,10.87,15,60500.0
7755,31743,10.87,287,60500.0
7756,31743,7.67,401,60500.0
7757,31743,7.67,4,60500.0
7758,31743,7.67,11,60400.0
7759,31743,4.8,193,60400.0
7760,31743,4.8,27,60400.0
7761,31743,3.52,53,60400.0
7762,31743,3.52,7,60400.0
7763,31743,2.56,15,60400.0
7764,31743,2.56,6,60400.0
7765,31743,2.56,50,60400.0
7766,31743,2.56,2525,60400.0
7767,31743,1.45,402,60300.0
7768,31743,1.45,70,60300.0
7769,31743,1.13,6,60300.0
7770,31743,1.13,402,60300.0
7771,31743,0.8695652173913044,10,60300.0
7772,31743,0.8695652173913044,8,60300.0
7773,31743,0.6802721088435374,176,60200.0
7774,31743,0.6802721088435374,264,60200.0
7775,31743,0.6097560975609756,21,60200.0
7776,31743,0.6097560975609756,37,60200.0
7777,31743,0.4504504504504504,95,60100.0
7778,31743,0.4504504504504504,14,60100.0
7779,31743,0.37735849056603776,8,60100.0
7780,31743,0.37735849056603776,64,60100.0
7781,31743,0.30303030303030304,155,60100.0
7782,31743,0.27624309392265195,390,60000.0
7783,31743,0.27624309392265195,271,60000.0
7784,31743,0.20491803278688525,2424,60000.0
7785,31743,0.20491803278688525,559,60000.0
7786,31743,0.23255813953488372,562,60000.0
7787,31743,0.23255813953488372,690,59900.0
7788,31743,0.1923076923076923,115,59900.0
7789,31743,0.19920318725099603,29,59900.0
7790,31743,0.19920318725099603,219,59800.0
7791,31743,0.2298850574712644,82,59800.0
7792,31743,0.2298850574712644,638,59800.0
7793,31743,0.17421602787456444,487,59700.0
7794,31743,0.18761726078799248,277,59700.0
7795,31743,0.18761726078799248,179,59700.0
7796,31743,0.1392757660167131,3902,59700.0
7797,31743,0.1392757660167131,232,59700.0
7798,31743,0.20746887966804978,17,59700.0
7799,31743,0.19685039370078738,8,59600.0
7800,31743,0.17889087656529518,1107,59600.0
7801,31743,0.17889087656529518,31,59600.0
7802,31743,0.1893939393939394,45,59600.0
7803,31743,0.1869158878504673,898,59600.0
7804,31743,0.1869158878504673,185,59600.0
7805,31743,0.1400560224089636,5,59500.0
7806,31743,0.13550135501355015,57,59500.0
7807,31743,0.13550135501355015,6,59500.0
7808,31743,0.13550135501355015,1923,59500.0
7809,31743,0.09587727708533078,21,59500.0
7810,31743,0.09587727708533078,4963,59400.0
7811,31743,0.18214936247723132,815,59400.0
7812,31743,0.18214936247723132,518,59400.0
7813,31743,0.14684287812041116,18,59400.0
7814,31743,0.14684287812041116,12,59400.0
7815,31743,0.1342281879194631,629,59400.0
7816,31743,0.1342281879194631,334,59400.0
7817,31743,0.12820512820512822,155,59300.0
7818,31743,0.14903129657228018,10,59300.0
7819,31743,0.1724137931034483,462,59300.0
7820,31743,0.1724137931034483,24,59300.0
7821,31743,0.1724137931034483,293,59300.0
7822,31743,0.1724137931034483,558,59300.0
7823,31743,0.1053740779768177,3,59200.0
7824,31743,0.1053740779768177,1539,59200.0
7825,31743,0.09433962264150944,7,59200.0
7826,31743,0.09433962264150944,62,59200.0
7827,31743,0.09433962264150944,716,59200.0
7828,31743,0.07363770250368189,1008,59200.0
7829,31743,0.07363770250368189,834,59200.0
7830,31743,0.08382229673093043,19,59200.0
7831,31743,0.08382229673093043,4,59200.0
7832,31743,0.08237232289950576,138,59200.0
7833,31743,0.08237232289950576,5,59200.0
7834,31743,0.08952551477170993,53,59100.0
7835,31743,0.08952551477170993,46,59100.0
7836,31743,0.0818330605564648,4,59100.0
7837,31743,0.0818330605564648,61,59100.0
7838,31743,0.10090817356205853,127,59100.0
7839,31743,0.10090817356205853,3276,59100.0
7840,31743,0.28169014084507044,4,59100.0
7841,31743,0.28169014084507044,67,59000.0
7842,31743,0.2145922746781116,8147,59000.0
7843,31743,0.2145922746781116,466,59000.0
7844,31743,0.1890359168241966,447,59000.0
7845,31743,0.1890359168241966,388,59000.0
7846,31743,0.1592356687898089,8,59000.0
7847,31743,0.1592356687898089,21,59000.0
7848,31743,0.14662756598240467,22,59000.0
7849,31743,0.14388489208633093,1001,59000.0
7850,31743,0.14388489208633093,7,59000.0
7851,31743,0.14388489208633093,951,59000.0
7852,31743,0.09940357852882703,345,58900.0
7853,31743,0.09940357852882703,297,58900.0
7854,31743,0.08920606601248884,20,58900.0
7855,31743,0.08920606601248884,577,58900.0
7856,31743,0.08920606601248884,318,58900.0
7857,31743,0.09302325581395349,128,58900.0
7858,31743,0.09302325581395349,32,58900.0
7859,31743,0.09302325581395349,5,58900.0
7860,31743,0.07898894154818326,17,58900.0
7861,31743,0.07898894154818326,5181,58900.0
7862,31743,0.08841732979664013,199,58900.0
7863,31743,0.08841732979664013,6,58800.0
7864,31743,0.08460236886632826,590,58800.0
7865,31743,0.08460236886632826,230,58800.0
7866,31743,0.07955449482895784,87,58800.0
7867,31743,0.07955449482895784,95,58800.0
7868,31743,0.08665511265164645,17,58800.0
7869,31743,0.08665511265164645,90,58800.0
7870,31743,0.0949667616334283,2741,58800.0
7871,31743,0.0949667616334283,17,58800.0
7872,31743,0.09216589861751152,11,58700.0
7873,31743,0.09216589861751152,31,58700.0
