step,total,seconds_per_merge,affected,freq
18759,31743,0.10010010010010009,23,15300.0
18760,31743,0.10010010010010009,291,15300.0
18761,31743,0.10010010010010009,6,15300.0
18762,31743,0.10010010010010009,570,15300.0
18763,31743,0.06317119393556538,1,15300.0
18764,31743,0.06317119393556538,90,15300.0
18765,31743,0.06317119393556538,45,15300.0
18766,31743,0.06317119393556538,5576,15300.0
18767,31743,0.06997900629811057,766,15300.0
18768,31743,0.06997900629811057,5,15300.0
18769,31743,0.07153075822603719,2,15300.0
18770,31743,0.07153075822603719,102,15300.0
18771,31743,0.08244023083264633,116,15300.0
18772,31743,0.08244023083264633,37,15300.0
18773,31743,0.08410428931875526,3,15300.0
18774,31743,0.08410428931875526,23,15300.0
18775,31743,0.08410428931875526,107,15300.0
18776,31743,0.06997900629811057,78,15300.0
18777,31743,0.06997900629811057,1,15300.0
18778,31743,0.06997900629811057,269,15300.0
18779,31743,0.06997900629811057,71,15300.0
18780,31743,0.06373486297004462,568,15300.0
18781,31743,0.06373486297004462,62,15300.0
18782,31743,0.06373486297004462,1060,15300.0
18783,31743,0.05827505827505827,40,15300.0
18784,31743,0.05827505827505827,479,15300.0
18785,31743,0.05827505827505827,1,15300.0
18786,31743,0.0578368999421631,4,15300.0
18787,31743,0.0578368999421631,896,15300.0
18788,31743,0.0578368999421631,103,15300.0
18789,31743,0.05336179295624333,168,15300.0
18790,31743,0.05336179295624333,21,15300.0
18791,31743,0.05336179295624333,3,15300.0
18792,31743,0.05336179295624333,369,15300.0
18793,31743,0.05336179295624333,50,15300.0
18794,31743,0.05336179295624333,229,15300.0
18795,31743,0.05336179295624333,344,15300.0
18796,31743,0.035932446999640676,6,15300.0
18797,31743,0.035932446999640676,2,15300.0
18798,31743,0.035932446999640676,2,15300.0
18799,31743,0.035932446999640676,92,15300.0
18800,31743,0.035932446999640676,1,15300.0
18801,31743,0.035932446999640676,3,15300.0
18802,31743,0.035932446999640676,12,15300.0
18803,31743,0.035932446999640676,939,15300.0
18804,31743,0.02649708532061473,956,15300.0
18805,31743,0.02649708532061473,30,15300.0
18806,31743,0.02649708532061473,3,15300.0
18807,31743,0.02649708532061473,224,15300.0
18808,31743,0.02649708532061473,105,15300.0
18809,31743,0.0319693094629156,5,15300.0
18810,31743,0.0319693094629156,567,15300.0
18811,31743,0.0319693094629156,263,15300.0
18812,31743,0.0319693094629156,18,15300.0
18813,31743,0.0319693094629156,73,15300.0
18814,31743,0.028563267637817767,824,15300.0
18815,31743,0.028563267637817767,36,15300.0
18816,31743,0.028563267637817767,6,15200.0
18817,31743,0.028563267637817767,33,15200.0
18818,31743,0.031377470975839344,84,15200.0
18819,31743,0.031377470975839344,80,15200.0
18820,31743,0.031377470975839344,90,15200.0
18821,31743,0.031377470975839344,25,15200.0
18822,31743,0.031377470975839344,200,15200.0
18823,31743,0.031377470975839344,60,15200.0
18824,31743,0.027754648903691368,57,15200.0
18825,31743,0.027754648903691368,18,15200.0
18826,31743,0.027754648903691368,2,15200.0
18827,31743,0.027754648903691368,807,15200.0
18828,31743,0.041425020712510356,79,15200.0
18829,31743,0.041425020712510356,2,15200.0
18830,31743,0.041425020712510356,14,15200.0
18831,31743,0.041425020712510356,14,15200.0
18832,31743,0.044326241134751775,6,15200.0
18833,31743,0.044326241134751775,100,15200.0
18834,31743,0.044326241134751775,379,15200.0
18835,31743,0.044326241134751775,4,15200.0
18836,31743,0.044326241134751775,16,15200.0
18837,31743,0.044326241134751775,6299,15200.0
18838,31743,0.04418912947414936,436,15200.0
18839,31743,0.04418912947414936,100,15200.0
18840,31743,0.04418912947414936,1885,15200.0
18841,31743,0.0426075841499787,273,15200.0
18842,31743,0.0426075841499787,11897,15200.0
18843,31743,0.0426075841499787,1049,15200.0
18844,31743,0.1941747572815534,272,15200.0
18845,31743,0.1941747572815534,489,15200.0
18846,31743,0.1694915254237288,5,15200.0
18847,31743,0.1694915254237288,149,15200.0
18848,31743,0.1694915254237288,177,15200.0
18849,31743,0.15527950310559005,103,15200.0
18850,31743,0.15527950310559005,25,15200.0
18851,31743,0.13661202185792348,1,15200.0
18852,31743,0.13661202185792348,13,15200.0
18853,31743,0.13661202185792348,1,15200.0
18854,31743,0.13661202185792348,245,15200.0
18855,31743,0.09813542688910697,4,15200.0
18856,31743,0.09813542688910697,7,15200.0
18857,31743,0.09813542688910697,4,15200.0
18858,31743,0.09813542688910697,22,15200.0
18859,31743,0.09813542688910697,26,15200.0
18860,31743,0.09813542688910697,652,15200.0
18861,31743,0.09813542688910697,1,15200.0
18862,31743,0.09813542688910697,108,15200.0
18863,31743,0.09813542688910697,575,15200.0
18864,31743,0.05515719801434087,46,15200.0
18865,31743,0.05515719801434087,5,15200.0
18866,31743,0.05515719801434087,15,15200.0
18867,31743,0.05515719801434087,25,15200.0
18868,31743,0.05515719801434087,37,15200.0
18869,31743,0.05515719801434087,1,15200.0
18870,31743,0.042789901583226354,13,15200.0
18871,31743,0.042789901583226354,18,15200.0
18872,31743,0.042789901583226354,197,15200.0
18873,31743,0.042789901583226354,297,15200.0
18874,31743,0.042789901583226354,765,15200.0
18875,31743,0.03944773175542406,1,15200.0
18876,31743,0.03944773175542406,15,15200.0
18877,31743,0.03944773175542406,47,15200.0
18878,31743,0.03944773175542406,1114,15200.0
18879,31743,0.03944773175542406,1295,15200.0
18880,31743,0.03806623524933384,13,15200.0
18881,31743,0.03806623524933384,56,15200.0
18882,31743,0.03806623524933384,11,15200.0
18883,31743,0.03806623524933384,1,15200.0
18884,31743,0.03741114852225963,5,15200.0
18885,31743,0.03741114852225963,5,15200.0
18886,31743,0.03741114852225963,1,15200.0
18887,31743,0.03741114852225963,2,15200.0
18888,31743,0.03728560775540641,59,15200.0
18889,31743,0.03728560775540641,9,15200.0
18890,31743,0.03728560775540641,53,15200.0
18891,31743,0.03728560775540641,937,15200.0
18892,31743,0.04370629370629371,2,15200.0
18893,31743,0.04370629370629371,293,15200.0
18894,31743,0.04370629370629371,23,15200.0
18895,31743,0.04370629370629371,3,15200.0
18896,31743,0.04370629370629371,232,15100.0
18897,31743,0.039651070578905635,72,15100.0
18898,31743,0.039651070578905635,1335,15100.0
18899,31743,0.039651070578905635,414,15100.0
18900,31743,0.041701417848206836,79,15100.0
18901,31743,0.041701417848206836,117,15100.0
18902,31743,0.041701417848206836,71,15100.0
18903,31743,0.04208754208754208,1,15100.0
18904,31743,0.04208754208754208,14,15100.0
18905,31743,0.04208754208754208,13,15100.0
18906,31743,0.04065040650406504,3,15100.0
18907,31743,0.04065040650406504,267,15100.0
18908,31743,0.04065040650406504,6,15100.0
18909,31743,0.04065040650406504,46,15100.0
18910,31743,0.04065040650406504,6,15100.0
18911,31743,0.037341299477221805,48,15100.0
18912,31743,0.037341299477221805,10,15100.0
18913,31743,0.037341299477221805,1943,15100.0
18914,31743,0.038729666924864445,642,15100.0
18915,31743,0.038729666924864445,173,15100.0
18916,31743,0.038729666924864445,3,15100.0
18917,31743,0.038729666924864445,444,15100.0
18918,31743,0.03580379520229144,22,15100.0
18919,31743,0.03580379520229144,213,15100.0
18920,31743,0.03580379520229144,402,15100.0
18921,31743,0.05521811154058531,738,15100.0
18922,31743,0.05521811154058531,1,15100.0
18923,31743,0.05521811154058531,2,15100.0
18924,31743,0.05521811154058531,45,15100.0
18925,31743,0.05521811154058531,17,15100.0
18926,31743,0.05521811154058531,29,15100.0
18927,31743,0.05521811154058531,52,15100.0
18928,31743,0.03881987577639751,4,15100.0
18929,31743,0.03881987577639751,19,15100.0
18930,31743,0.03881987577639751,299,15100.0
18931,31743,0.03881987577639751,1,15100.0
18932,31743,0.03916960438699569,11,15100.0
18933,31743,0.03916960438699569,523,15100.0
18934,31743,0.03916960438699569,59,15100.0
18935,31743,0.04319654427645789,703,15100.0
18936,31743,0.04319654427645789,224,15100.0
18937,31743,0.04319654427645789,34,15100.0
18938,31743,0.042247570764681025,193,15100.0
18939,31743,0.042247570764681025,9,15100.0
18940,31743,0.042247570764681025,6240,15100.0
18941,31743,0.0509683995922528,195,15100.0
18942,31743,0.0509683995922528,5,15100.0
18943,31743,0.0509683995922528,1,15100.0
18944,31743,0.061614294516327786,222,15100.0
18945,31743,0.061614294516327786,29,15100.0
18946,31743,0.10090817356205853,125,15100.0
18947,31743,0.10090817356205853,70,15100.0
18948,31743,0.10090817356205853,2,15100.0
18949,31743,0.08438818565400844,131,15100.0
18950,31743,0.08438818565400844,3,15100.0
18951,31743,0.08438818565400844,532,15100.0
18952,31743,0.08438818565400844,2,15100.0
18953,31743,0.08438818565400844,2,15100.0
18954,31743,0.05924170616113744,6,15100.0
18955,31743,0.05924170616113744,79,15100.0
18956,31743,0.05924170616113744,150,15100.0
18957,31743,0.05924170616113744,318,15100.0
18958,31743,0.05070993914807303,46,15100.0
18959,31743,0.05070993914807303,4,15100.0
18960,31743,0.05070993914807303,11,15100.0
18961,31743,0.0502008032128514,51,15100.0
18962,31743,0.0502008032128514,7,15100.0
18963,31743,0.0502008032128514,5,15100.0
18964,31743,0.04604051565377532,384,15100.0
18965,31743,0.04604051565377532,33,15100.0
18966,31743,0.04604051565377532,1286,15100.0
18967,31743,0.04604051565377532,192,15100.0
18968,31743,0.04604051565377532,264,15100.0
18969,31743,0.03631082062454612,42,15100.0
18970,31743,0.03631082062454612,310,15100.0
18971,31743,0.03631082062454612,36,15000.0
18972,31743,0.03631082062454612,33,15000.0
18973,31743,0.03757985719654265,19,15000.0
18974,31743,0.03757985719654265,852,15000.0
18975,31743,0.03757985719654265,18,15000.0
18976,31743,0.044563279857397504,10,15000.0
18977,31743,0.044563279857397504,938,15000.0
18978,31743,0.044563279857397504,108,15000.0
18979,31743,0.044345898004434586,2,15000.0
18980,31743,0.044345898004434586,121,15000.0
18981,31743,0.044345898004434586,31,15000.0
18982,31743,0.04137360364087712,3,15000.0
18983,31743,0.04137360364087712,1,15000.0
18984,31743,0.04137360364087712,8,15000.0
18985,31743,0.04448398576512456,9,15000.0
18986,31743,0.04448398576512456,2208,15000.0
18987,31743,0.04448398576512456,850,15000.0
18988,31743,0.043478260869565216,203,15000.0
18989,31743,0.043478260869565216,2,15000.0
18990,31743,0.043478260869565216,668,15000.0
18991,31743,0.044228217602830605,2,15000.0
18992,31743,0.044228217602830605,21,15000.0
18993,31743,0.044228217602830605,250,15000.0
18994,31743,0.044228217602830605,66,15000.0
18995,31743,0.044228217602830605,81,15000.0
18996,31743,0.044228217602830605,3532,15000.0
18997,31743,0.040436716538617065,478,15000.0
18998,31743,0.040436716538617065,4,15000.0
18999,31743,0.040436716538617065,99,15000.0
19000,31743,0.06702412868632708,6,15000.0
19001,31743,0.06702412868632708,5,15000.0
19002,31743,0.0723589001447178,200,15000.0
19003,31743,0.0723589001447178,3,15000.0
19004,31743,0.0723589001447178,45,15000.0
19005,31743,0.06622516556291391,95,15000.0
19006,31743,0.06622516556291391,1103,15000.0
19007,31743,0.06622516556291391,275,15000.0
19008,31743,0.06031363088057902,515,15000.0
19009,31743,0.06031363088057902,49,15000.0
19010,31743,0.06031363088057902,3,15000.0
19011,31743,0.06031363088057902,45,15000.0
19012,31743,0.06031363088057902,498,15000.0
19013,31743,0.06031363088057902,25,15000.0
19014,31743,0.06031363088057902,8,15000.0
19015,31743,0.06031363088057902,4,15000.0
19016,31743,0.06031363088057902,803,15000.0
19017,31743,0.03588087549336204,1,15000.0
19018,31743,0.03588087549336204,2,15000.0
19019,31743,0.03588087549336204,1,15000.0
19020,31743,0.03588087549336204,4,15000.0
19021,31743,0.03588087549336204,11104,15000.0
19022,31743,0.10695187165775401,202,15000.0
19023,31743,0.10695187165775401,6,15000.0
19024,31743,0.10695187165775401,1125,15000.0
19025,31743,0.14084507042253522,7,15000.0
19026,31743,0.14084507042253522,5,15000.0
19027,31743,0.14084507042253522,11,15000.0
19028,31743,0.14084507042253522,13,15000.0
19029,31743,0.10845986984815617,4,15000.0
19030,31743,0.10845986984815617,282,15000.0
19031,31743,0.10845986984815617,216,15000.0
19032,31743,0.10845986984815617,435,15000.0
19033,31743,0.10845986984815617,37,15000.0
19034,31743,0.08410428931875526,112,15000.0
19035,31743,0.08410428931875526,1,15000.0
19036,31743,0.08410428931875526,8,15000.0
19037,31743,0.08410428931875526,399,15000.0
19038,31743,0.08410428931875526,12,15000.0
19039,31743,0.08410428931875526,28,15000.0
19040,31743,0.059808612440191394,403,15000.0
19041,31743,0.059808612440191394,4,15000.0
19042,31743,0.059808612440191394,1496,15000.0
19043,31743,0.059808612440191394,2,15000.0
19044,31743,0.05370569280343716,4,15000.0
19045,31743,0.05370569280343716,93,15000.0
19046,31743,0.05370569280343716,3,15000.0
19047,31743,0.05370569280343716,9,15000.0
19048,31743,0.05763688760806916,55,15000.0
19049,31743,0.05763688760806916,10,15000.0
19050,31743,0.05763688760806916,7,15000.0
19051,31743,0.05387931034482759,2035,15000.0
19052,31743,0.05387931034482759,812,15000.0
19053,31743,0.05387931034482759,2,15000.0
19054,31743,0.054288816503800214,124,15000.0
19055,31743,0.054288816503800214,26,15000.0
19056,31743,0.054288816503800214,86,14900.0
19057,31743,0.054288816503800214,189,14900.0
19058,31743,0.054288816503800214,17,14900.0
19059,31743,0.054288816503800214,50,14900.0
19060,31743,0.03987240829346093,144,14900.0
19061,31743,0.03987240829346093,94,14900.0
19062,31743,0.03987240829346093,324,14900.0
19063,31743,0.03987240829346093,510,14900.0
19064,31743,0.039936102236421724,1,14900.0
19065,31743,0.039936102236421724,2,14900.0
19066,31743,0.039936102236421724,4,14900.0
19067,31743,0.039936102236421724,3,14900.0
19068,31743,0.037778617302606725,123,14900.0
19069,31743,0.037778617302606725,31,14900.0
19070,31743,0.037778617302606725,3,14900.0
19071,31743,0.037778617302606725,3,14900.0
19072,31743,0.037778617302606725,62,14900.0
19073,31743,0.037778617302606725,2,14900.0
19074,31743,0.03273322422258593,14,14900.0
19075,31743,0.03273322422258593,250,14900.0
19076,31743,0.03273322422258593,104,14900.0
19077,31743,0.03273322422258593,48,14900.0
19078,31743,0.036192544335866814,152,14900.0
19079,31743,0.036192544335866814,2,14900.0
19080,31743,0.036192544335866814,2,14900.0
19081,31743,0.036192544335866814,238,14900.0
19082,31743,0.03326679973386561,115,14900.0
19083,31743,0.03326679973386561,10,14900.0
19084,31743,0.03326679973386561,152,14900.0
19085,31743,0.03326679973386561,19,14900.0
19086,31743,0.032393909944930355,1001,14900.0
19087,31743,0.032393909944930355,506,14900.0
19088,31743,0.032393909944930355,7,14900.0
19089,31743,0.032393909944930355,32,14900.0
19090,31743,0.032393909944930355,3,14900.0
19091,31743,0.032393909944930355,3,14900.0
19092,31743,0.03059039461609055,251,14900.0
19093,31743,0.03059039461609055,7,14900.0
19094,31743,0.03059039461609055,9,14900.0
19095,31743,0.03059039461609055,1,14900.0
19096,31743,0.030581039755351678,29,14900.0
19097,31743,0.030581039755351678,152,14900.0
19098,31743,0.030581039755351678,10,14900.0
19099,31743,0.030581039755351678,2,14900.0
19100,31743,0.03450655624568668,4,14900.0
19101,31743,0.03450655624568668,12,14900.0
19102,31743,0.03450655624568668,3,14900.0
19103,31743,0.03450655624568668,234,14900.0
19104,31743,0.03710575139146568,16,14900.0
19105,31743,0.03710575139146568,65,14900.0
19106,31743,0.03710575139146568,1100,14900.0
19107,31743,0.040176777822418644,2,14900.0
19108,31743,0.040176777822418644,68,14900.0
19109,31743,0.040176777822418644,2,14900.0
19110,31743,0.040016006402561026,543,14900.0
19111,31743,0.040016006402561026,8,14900.0
19112,31743,0.040016006402561026,18,14900.0
19113,31743,0.040016006402561026,57,14900.0
19114,31743,0.03602305475504323,702,14900.0
19115,31743,0.03602305475504323,5,14900.0
19116,31743,0.03602305475504323,3,14900.0
19117,31743,0.03862495171881035,3,14900.0
19118,31743,0.03862495171881035,11,14900.0
19119,31743,0.03862495171881035,12,14900.0
19120,31743,0.03862495171881035,181,14900.0
19121,31743,0.03862495171881035,17,14900.0
19122,31743,0.035855145213338116,62,14900.0
19123,31743,0.035855145213338116,79,14800.0
19124,31743,0.035855145213338116,392,14800.0
19125,31743,0.037439161362785474,48,14800.0
19126,31743,0.037439161362785474,5,14800.0
19127,31743,0.037439161362785474,463,14800.0
19128,31743,0.037439161362785474,4,14800.0
19129,31743,0.03372681281618887,15,14800.0
19130,31743,0.03372681281618887,1,14800.0
19131,31743,0.03372681281618887,1,14800.0
19132,31743,0.03372681281618887,349,14800.0
19133,31743,0.04355400696864111,480,14800.0
19134,31743,0.04355400696864111,129,14800.0
19135,31743,0.04355400696864111,6,14800.0
19136,31743,0.04355400696864111,58,14800.0
19137,31743,0.040096230954290296,1,14800.0
19138,31743,0.040096230954290296,56,14800.0
19139,31743,0.040096230954290296,2,14800.0
19140,31743,0.040096230954290296,12,14800.0
19141,31743,0.040096230954290296,47,14800.0
19142,31743,0.034211426616489904,20,14800.0
19143,31743,0.034211426616489904,31,14800.0
19144,31743,0.034211426616489904,483,14800.0
19145,31743,0.034211426616489904,27,14800.0
19146,31743,0.03188775510204082,4,14800.0
19147,31743,0.03188775510204082,64,14800.0
19148,31743,0.03188775510204082,3,14800.0
19149,31743,0.03188775510204082,3,14800.0
19150,31743,0.03188775510204082,124,14800.0
19151,31743,0.03188775510204082,6,14800.0
19152,31743,0.03188775510204082,9,14800.0
19153,31743,0.03188775510204082,491,14800.0
19154,31743,0.02436647173489279,978,14800.0
19155,31743,0.02436647173489279,28,14800.0
19156,31743,0.02436647173489279,160,14800.0
19157,31743,0.02436647173489279,972,14800.0
19158,31743,0.02436647173489279,12,14800.0
19159,31743,0.029069767441860465,3,14800.0
19160,31743,0.029069767441860465,278,14800.0
19161,31743,0.029069767441860465,5,14800.0
19162,31743,0.029069767441860465,96,14800.0
19163,31743,0.029069767441860465,6,14800.0
19164,31743,0.029069767441860465,3,14800.0
19165,31743,0.029069767441860465,788,14800.0
19166,31743,0.02436647173489279,1,14800.0
19167,31743,0.02436647173489279,674,14800.0
19168,31743,0.02436647173489279,99,14800.0
19169,31743,0.02436647173489279,519,14800.0
19170,31743,0.02436647173489279,24,14800.0
19171,31743,0.027292576419213975,47,14800.0
19172,31743,0.027292576419213975,13,14800.0
19173,31743,0.027292576419213975,100,14800.0
19174,31743,0.027292576419213975,117,14800.0
19175,31743,0.030111412225233364,11,14800.0
19176,31743,0.030111412225233364,3,14800.0
19177,31743,0.030111412225233364,4,14800.0
19178,31743,0.030111412225233364,1319,14800.0
19179,31743,0.035945363048166784,140,14800.0
19180,31743,0.035945363048166784,3,14800.0
19181,31743,0.035945363048166784,1,14800.0
19182,31743,0.035945363048166784,580,14800.0
19183,31743,0.035945363048166784,5,14800.0
19184,31743,0.035945363048166784,32,14800.0
19185,31743,0.032701111837802485,46,14800.0
19186,31743,0.032701111837802485,222,14800.0
19187,31743,0.032701111837802485,1,14800.0
19188,31743,0.032701111837802485,28,14800.0
19189,31743,0.032701111837802485,105,14800.0
19190,31743,0.032701111837802485,3,14800.0
19191,31743,0.032701111837802485,7,14800.0
19192,31743,0.032701111837802485,431,14800.0
19193,31743,0.032701111837802485,22,14800.0
19194,31743,0.02370791844476055,39,14800.0
19195,31743,0.02370791844476055,82,14800.0
19196,31743,0.02370791844476055,21,14800.0
19197,31743,0.02370791844476055,6,14800.0
19198,31743,0.02370791844476055,1,14800.0
19199,31743,0.02370791844476055,2,14800.0
19200,31743,0.02370791844476055,3,14800.0
19201,31743,0.02370791844476055,138,14800.0
19202,31743,0.020387359836901122,557,14800.0
19203,31743,0.020387359836901122,2,14800.0
19204,31743,0.020387359836901122,1,14800.0
19205,31743,0.020387359836901122,6,14800.0
19206,31743,0.020387359836901122,350,14800.0
19207,31743,0.020387359836901122,1,14800.0
19208,31743,0.019936204146730464,1,14800.0
19209,31743,0.019936204146730464,54,14800.0
19210,31743,0.019936204146730464,114,14800.0
19211,31743,0.019936204146730464,2,14800.0
19212,31743,0.019936204146730464,387,14800.0
19213,31743,0.019936204146730464,127,14800.0
19214,31743,0.019936204146730464,80,14800.0
19215,31743,0.01938360147315371,8,14800.0
19216,31743,0.01938360147315371,17,14700.0
19217,31743,0.01938360147315371,2,14700.0
19218,31743,0.01938360147315371,1,14700.0
19219,31743,0.01938360147315371,6,14700.0
19220,31743,0.01938360147315371,28,14700.0
19221,31743,0.01938360147315371,18,14700.0
19222,31743,0.0181257930034439,155,14700.0
19223,31743,0.0181257930034439,75,14700.0
19224,31743,0.0181257930034439,32,14700.0
19225,31743,0.0181257930034439,20,14700.0
19226,31743,0.0181257930034439,1,14700.0
19227,31743,0.0181257930034439,2,14700.0
19228,31743,0.01938360147315371,383,14700.0
19229,31743,0.01938360147315371,32,14700.0
19230,31743,0.01938360147315371,2,14700.0
19231,31743,0.01938360147315371,77,14700.0
19232,31743,0.01938360147315371,56,14700.0
19233,31743,0.01938360147315371,721,14700.0
19234,31743,0.027624309392265192,3,14700.0
19235,31743,0.027624309392265192,787,14700.0
19236,31743,0.027624309392265192,177,14700.0
19237,31743,0.027624309392265192,698,14700.0
19238,31743,0.027624309392265192,4,14700.0
19239,31743,0.027708506511499028,64,14700.0
19240,31743,0.027708506511499028,16,14700.0
19241,31743,0.027708506511499028,2,14700.0
19242,31743,0.027708506511499028,124,14700.0
19243,31743,0.027708506511499028,49,14700.0
19244,31743,0.035373187124159884,25,14700.0
19245,31743,0.035373187124159884,12,14700.0
19246,31743,0.035373187124159884,120,14700.0
19247,31743,0.035373187124159884,115,14700.0
19248,31743,0.035373187124159884,4,14700.0
19249,31743,0.035373187124159884,189,14700.0
19250,31743,0.029824038174768863,148,14700.0
19251,31743,0.029824038174768863,941,14700.0
19252,31743,0.029824038174768863,300,14700.0
19253,31743,0.029824038174768863,56,14700.0
19254,31743,0.029824038174768863,7,14700.0
19255,31743,0.02881844380403458,56,14700.0
19256,31743,0.02881844380403458,101,14700.0
19257,31743,0.02881844380403458,125,14700.0
19258,31743,0.02881844380403458,184,14700.0
19259,31743,0.02881844380403458,4,14700.0
19260,31743,0.02881844380403458,220,14700.0
19261,31743,0.02860411899313501,414,14700.0
19262,31743,0.02860411899313501,3,14700.0
19263,31743,0.02860411899313501,21,14700.0
19264,31743,0.02860411899313501,1,14700.0
19265,31743,0.03032140691328078,58,14700.0
19266,31743,0.03032140691328078,346,14700.0
19267,31743,0.03032140691328078,996,14700.0
19268,31743,0.03032140691328078,3,14700.0
19269,31743,0.04833252779120348,2,14700.0
19270,31743,0.04833252779120348,9,14700.0
19271,31743,0.04833252779120348,8,14700.0
19272,31743,0.04833252779120348,8,14700.0
19273,31743,0.04833252779120348,3,14700.0
19274,31743,0.04833252779120348,10,14700.0
19275,31743,0.04833252779120348,159,14700.0
19276,31743,0.04833252779120348,4,14700.0
19277,31743,0.034234851078397806,20,14700.0
19278,31743,0.034234851078397806,105,14700.0
19279,31743,0.034234851078397806,121,14700.0
19280,31743,0.034234851078397806,95,14700.0
19281,31743,0.034234851078397806,3,14700.0
19282,31743,0.044111160123511246,119,14700.0
19283,31743,0.044111160123511246,624,14700.0
19284,31743,0.044111160123511246,20,14700.0
19285,31743,0.044111160123511246,8,14600.0
19286,31743,0.044111160123511246,8,14600.0
19287,31743,0.039525691699604744,4,14600.0
19288,31743,0.039525691699604744,133,14600.0
19289,31743,0.039525691699604744,57,14600.0
19290,31743,0.039525691699604744,93,14600.0
19291,31743,0.04315925766076823,6,14600.0
19292,31743,0.04315925766076823,444,14600.0
19293,31743,0.04315925766076823,922,14600.0
19294,31743,0.04962779156327544,528,14600.0
19295,31743,0.04962779156327544,14,14600.0
19296,31743,0.04962779156327544,2,14600.0
19297,31743,0.04625346901017576,667,14600.0
19298,31743,0.04625346901017576,46,14600.0
19299,31743,0.04625346901017576,81,14600.0
19300,31743,0.045351473922902494,39,14600.0
19301,31743,0.045351473922902494,4,14600.0
19302,31743,0.045351473922902494,244,14600.0
19303,31743,0.045187528242205156,14,14600.0
19304,31743,0.045187528242205156,25,14600.0
19305,31743,0.045187528242205156,3,14600.0
19306,31743,0.04562043795620438,106,14600.0
19307,31743,0.04562043795620438,427,14600.0
19308,31743,0.04562043795620438,3,14600.0
19309,31743,0.04562043795620438,4,14600.0
19310,31743,0.03897116134060795,44,14600.0
19311,31743,0.03897116134060795,55,14600.0
19312,31743,0.03897116134060795,234,14600.0
19313,31743,0.03897116134060795,3,14600.0
19314,31743,0.03561253561253561,4,14600.0
19315,31743,0.03561253561253561,24,14600.0
19316,31743,0.03561253561253561,93,14600.0
19317,31743,0.037608123354644606,5,14600.0
19318,31743,0.037608123354644606,128,14600.0
19319,31743,0.037608123354644606,138,14600.0
19320,31743,0.037608123354644606,14,14600.0
19321,31743,0.037608123354644606,8,14600.0
19322,31743,0.037608123354644606,4,14600.0
19323,31743,0.02981514609421586,115,14600.0
19324,31743,0.02981514609421586,1,14600.0
19325,31743,0.02981514609421586,28,14600.0
19326,31743,0.02981514609421586,44,14600.0
19327,31743,0.02981514609421586,315,14600.0
19328,31743,0.02981514609421586,12,14600.0
19329,31743,0.02981514609421586,2,14600.0
19330,31743,0.03881987577639751,244,14600.0
19331,31743,0.03881987577639751,3,14600.0
19332,31743,0.03881987577639751,795,14600.0
19333,31743,0.03881987577639751,13,14600.0
19334,31743,0.047961630695443645,16,14600.0
19335,31743,0.047961630695443645,473,14600.0
19336,31743,0.047961630695443645,4,14600.0
19337,31743,0.052410901467505246,215,14600.0
19338,31743,0.052410901467505246,76,14600.0
19339,31743,0.052410901467505246,9,14600.0
19340,31743,0.052410901467505246,34,14600.0
19341,31743,0.052410901467505246,36,14600.0
19342,31743,0.052410901467505246,32,14600.0
19343,31743,0.052410901467505246,1,14600.0
19344,31743,0.052410901467505246,31,14600.0
19345,31743,0.052410901467505246,2,14600.0
19346,31743,0.03295978905735003,618,14600.0
19347,31743,0.03295978905735003,23,14600.0
19348,31743,0.03295978905735003,8,14600.0
19349,31743,0.03295978905735003,20,14600.0
19350,31743,0.03295978905735003,45,14600.0
19351,31743,0.03131850923896023,10,14600.0
19352,31743,0.03131850923896023,535,14600.0
19353,31743,0.03131850923896023,473,14600.0
19354,31743,0.03131850923896023,62,14600.0
19355,31743,0.04391743522178305,29,14600.0
19356,31743,0.04391743522178305,63,14600.0
19357,31743,0.04391743522178305,83,14600.0
19358,31743,0.04391743522178305,149,14600.0
19359,31743,0.04231908590774439,365,14600.0
19360,31743,0.04231908590774439,1,14600.0
19361,31743,0.04231908590774439,183,14600.0
19362,31743,0.04231908590774439,10,14600.0
19363,31743,0.0413564929693962,3,14500.0
19364,31743,0.0413564929693962,93,14500.0
19365,31743,0.0413564929693962,174,14500.0
19366,31743,0.0413564929693962,102,14500.0
19367,31743,0.0413564929693962,335,14500.0
19368,31743,0.0413564929693962,166,14500.0
19369,31743,0.03461405330564209,147,14500.0
19370,31743,0.03461405330564209,715,14500.0
19371,31743,0.03461405330564209,4,14500.0
19372,31743,0.03461405330564209,65,14500.0
19373,31743,0.03707823507601039,202,14500.0
19374,31743,0.03707823507601039,32,14500.0
19375,31743,0.03707823507601039,321,14500.0
19376,31743,0.03707823507601039,1,14500.0
19377,31743,0.03827018752391887,911,14500.0
19378,31743,0.03827018752391887,1,14500.0
19379,31743,0.03827018752391887,28,14500.0
19380,31743,0.03938558487593541,206,14500.0
19381,31743,0.03938558487593541,512,14500.0
19382,31743,0.03938558487593541,5,14500.0
19383,31743,0.03938558487593541,14,14500.0
19384,31743,0.03938558487593541,10,14500.0
19385,31743,0.03625815808556926,14,14500.0
19386,31743,0.03625815808556926,225,14500.0
19387,31743,0.03625815808556926,38,14500.0
19388,31743,0.03652300949598247,4,14500.0
19389,31743,0.03652300949598247,195,14500.0
19390,31743,0.03652300949598247,62,14500.0
19391,31743,0.03663003663003663,11,14500.0
19392,31743,0.03663003663003663,47,14500.0
